week_ending_date,state,data_as_of,COVID_deaths_weekly,COVID_deaths_total,crude_COVID_rate_weekly,aa_COVID_rate_weekly,crude_COVID_rate_total,aa_COVID_rate_total,COVID_pct_of_total_weekly
2023/12/9,MI ,2024/12/5,84,38409,0.8,0.7,382.1,301.9,4
2023/12/16,MI ,2024/12/5,89,38498,0.9,0.7,383,302.6,4.4
2023/12/23,MI ,2024/12/5,84,38582,0.8,0.7,383.9,303.3,3.9
2023/12/30,MI ,2024/12/5,104,38686,1,0.8,384.9,304.1,4.7
2024/1/6,MI ,2024/12/5,98,38784,1,0.8,385.9,304.9,4.5
2024/1/13,MI ,2024/12/5,103,38887,1,0.8,386.9,305.7,4.5
2024/1/20,MI ,2024/12/5,95,38982,0.9,0.8,387.8,306.5,4.3
2024/1/27,MI ,2024/12/5,80,39062,0.8,0.6,388.6,307.1,3.6
2024/2/3,MI ,2024/12/5,55,39117,0.5,0.4,389.2,307.5,2.6
2024/2/10,MI ,2024/12/5,35,39152,0.3,0.3,389.5,307.8,1.7
2024/2/17,MI ,2024/12/5,39,39191,0.4,0.3,389.9,308.1,1.9
2024/2/24,MI ,2024/12/5,38,39229,0.4,0.3,390.3,308.4,1.8
2024/3/2,MI ,2024/12/5,45,39274,0.4,0.4,390.8,308.8,2.3
2024/3/9,MI ,2024/12/5,38,39312,0.4,0.3,391.1,309.1,1.9
2024/3/16,MI ,2024/12/5,35,39347,0.3,0.3,391.5,309.4,1.7
2024/3/23,MI ,2024/12/5,31,39378,0.3,0.2,391.8,309.6,1.5
2024/3/30,MI ,2024/12/5,16,39394,,,391.9,309.7,0.8
2024/4/6,MI ,2024/12/5,24,39418,0.2,0.2,392.2,309.9,1.2
2024/4/13,MI ,2024/12/5,17,39435,,,392.4,310,0.8
2024/4/20,MI ,2024/12/5,15,39450,,,392.5,310.2,0.8
2024/4/27,MI ,2024/12/5,14,39464,,,392.6,310.3,0.7
2024/5/4,MI ,2024/12/5,18,39482,,,392.8,310.4,0.9
2024/5/11,MI ,2024/12/5,,39489,,,392.9,310.5,
2024/5/18,MI ,2024/12/5,,39497,,,393,310.5,
2024/5/25,MI ,2024/12/5,,39504,,,393,310.6,
2024/6/1,MI ,2024/12/5,,39511,,,393.1,310.6,
2024/6/8,MI ,2024/12/5,,39520,,,393.2,310.7,
2024/6/15,MI ,2024/12/5,12,39532,,,393.3,310.8,0.6
2024/6/22,MI ,2024/12/5,14,39546,,,393.5,310.9,0.8
2024/6/29,MI ,2024/12/5,,39555,,,393.6,311,
2024/7/6,MI ,2024/12/5,14,39569,,,393.7,311.1,0.8
2024/7/13,MI ,2024/12/5,13,39582,,,393.8,311.2,0.7
2024/7/20,MI ,2024/12/5,,39590,,,393.9,311.3,
2024/7/27,MI ,2024/12/5,17,39607,,,394.1,311.4,0.9
2024/8/3,MI ,2024/12/5,23,39630,0.2,0.2,394.3,311.6,1.2
2024/8/10,MI ,2024/12/5,22,39652,0.2,0.2,394.5,311.8,1.2
2024/8/17,MI ,2024/12/5,16,39668,,,394.7,311.9,0.9
2024/8/24,MI ,2024/12/5,28,39696,0.3,0.2,395,312.1,1.5
2024/8/31,MI ,2024/12/5,33,39729,0.3,0.3,395.3,312.4,1.7
2024/9/7,MI ,2024/12/5,33,39762,0.3,0.3,395.6,312.7,1.8
2024/9/14,MI ,2024/12/5,32,39794,0.3,0.3,395.9,312.9,1.7
2024/9/21,MI ,2024/12/5,36,39830,0.4,0.3,396.3,313.2,1.9
2024/9/28,MI ,2024/12/5,40,39870,0.4,0.3,396.7,313.5,2.1
2024/10/5,MI ,2024/12/5,36,39906,0.4,0.3,397,313.8,1.8
2024/10/12,MI ,2024/12/5,32,39938,0.3,0.3,397.4,314,1.7
2024/10/19,MI ,2024/12/5,37,39975,0.4,0.3,397.7,314.3,1.9
2024/10/26,MI ,2024/12/5,25,40000,0.2,0.2,398,314.5,1.3
2024/11/2,MI ,2024/12/5,17,40017,,,398.1,314.7,0.9
2024/11/9,MI ,2024/12/5,24,40041,0.2,0.2,398.4,314.9,1.3
2024/11/16,MI ,2024/12/5,18,40059,,,398.6,315,1
2024/11/23,MI ,2024/12/5,14,40073,,,398.7,315.1,0.9
2024/11/30,MI ,2024/12/5,,40082,,,398.8,315.2,
2020/1/4,MN ,2024/12/5,0,0,0,0,0,0,0
2020/1/11,MN ,2024/12/5,0,0,0,0,0,0,0
2020/1/18,MN ,2024/12/5,0,0,0,0,0,0,0
2020/1/25,MN ,2024/12/5,0,0,0,0,0,0,0
2020/2/1,MN ,2024/12/5,0,0,0,0,0,0,0
2020/2/8,MN ,2024/12/5,0,0,0,0,0,0,0
2020/2/15,MN ,2024/12/5,0,0,0,0,0,0,0
2020/2/22,MN ,2024/12/5,0,0,0,0,0,0,0
2020/2/29,MN ,2024/12/5,0,0,0,0,0,0,0
2020/3/7,MN ,2024/12/5,0,0,0,0,0,0,0
2020/3/14,MN ,2024/12/5,0,0,0,0,0,0,0
2020/3/21,MN ,2024/12/5,,,,,,,
2020/3/28,MN ,2024/12/5,12,13,,,,,1.3
2020/4/4,MN ,2024/12/5,23,36,0.4,0.3,0.6,0.5,2.5
2020/4/11,MN ,2024/12/5,45,81,0.8,0.6,1.4,1.1,4.7
2020/4/18,MN ,2024/12/5,80,161,1.4,1.1,2.8,2.3,8.3
2020/4/25,MN ,2024/12/5,152,313,2.7,2.2,5.5,4.5,14.9
2020/5/2,MN ,2024/12/5,156,469,2.7,2.2,8.2,6.7,14.8
2020/5/9,MN ,2024/12/5,169,638,3,2.4,11.2,9.2,16
2020/5/16,MN ,2024/12/5,144,782,2.5,2.1,13.7,11.3,14.3
2020/5/23,MN ,2024/12/5,163,945,2.9,2.3,16.6,13.6,16
2020/5/30,MN ,2024/12/5,159,1104,2.8,2.3,19.3,15.9,15.6
2020/6/6,MN ,2024/12/5,153,1257,2.7,2.2,22,18.1,14.7
2020/6/13,MN ,2024/12/5,89,1346,1.6,1.3,23.6,19.4,9.2
2020/6/20,MN ,2024/12/5,68,1414,1.2,1,24.8,20.4,7.3
2020/6/27,MN ,2024/12/5,53,1467,0.9,0.8,25.7,21.2,6.3
2020/7/4,MN ,2024/12/5,44,1511,0.8,0.6,26.5,21.8,5
2020/7/11,MN ,2024/12/5,31,1542,0.5,0.5,27,22.2,3.7
2020/7/18,MN ,2024/12/5,39,1581,0.7,0.6,27.7,22.8,4.5
2020/7/25,MN ,2024/12/5,37,1618,0.6,0.5,28.3,23.3,4.3
2020/8/1,MN ,2024/12/5,40,1658,0.7,0.6,29.1,23.9,4.9
2020/8/8,MN ,2024/12/5,46,1704,0.8,0.6,29.9,24.6,5.1
2020/8/15,MN ,2024/12/5,55,1759,1,0.8,30.8,25.4,6.2
2020/8/22,MN ,2024/12/5,62,1821,1.1,0.9,31.9,26.3,6.9
2020/8/29,MN ,2024/12/5,43,1864,0.8,0.6,32.7,26.9,4.7
2020/9/5,MN ,2024/12/5,53,1917,0.9,0.8,33.6,27.7,5.9
2020/9/12,MN ,2024/12/5,59,1976,1,0.9,34.6,28.5,6.7
2020/9/19,MN ,2024/12/5,50,2026,0.9,0.7,35.5,29.3,5.2
2020/9/26,MN ,2024/12/5,59,2085,1,0.9,36.5,30.1,6
2020/10/3,MN ,2024/12/5,73,2158,1.3,1.1,37.8,31.2,8.2
2020/10/10,MN ,2024/12/5,92,2250,1.6,1.3,39.4,32.5,9.1
2020/10/17,MN ,2024/12/5,100,2350,1.8,1.4,41.2,33.9,10.5
2020/10/24,MN ,2024/12/5,129,2479,2.3,1.9,43.4,35.8,12.4
2020/10/31,MN ,2024/12/5,160,2639,2.8,2.3,46.2,38.1,14.9
2020/11/7,MN ,2024/12/5,221,2860,3.9,3.3,50.1,41.4,19.3
2020/11/14,MN ,2024/12/5,288,3148,5,4.2,55.2,45.5,24
2020/11/21,MN ,2024/12/5,413,3561,7.2,6,62.4,51.6,31.1
2020/11/28,MN ,2024/12/5,447,4008,7.8,6.4,70.2,58,31.7
2020/12/5,MN ,2024/12/5,483,4491,8.5,7,78.7,64.9,35.6
2020/12/12,MN ,2024/12/5,489,4980,8.6,7.1,87.3,72,34.9
2020/12/19,MN ,2024/12/5,425,5405,7.4,6.1,94.7,78.1,32.6
2020/12/26,MN ,2024/12/5,335,5740,5.9,4.8,100.6,83,27.6
2021/1/2,MN ,2024/12/5,282,6022,4.9,4.1,105.5,87.1,23.6
2021/1/9,MN ,2024/12/5,247,6269,4.3,3.5,109.8,90.7,21.3
2021/1/16,MN ,2024/12/5,216,6485,3.8,3.2,113.6,93.8,20.1
2021/1/23,MN ,2024/12/5,135,6620,2.4,2,116,95.8,14.3
2021/1/30,MN ,2024/12/5,126,6746,2.2,1.8,118.2,97.6,13.3
2021/2/6,MN ,2024/12/5,110,6856,1.9,1.6,120.1,99.2,11.2
2021/2/13,MN ,2024/12/5,96,6952,1.7,1.4,121.8,100.6,10.5
2021/2/20,MN ,2024/12/5,68,7020,1.2,1,123,101.6,7.6
2021/2/27,MN ,2024/12/5,50,7070,0.9,0.7,123.9,102.3,5.1
2021/3/6,MN ,2024/12/5,58,7128,1,0.8,124.9,103.1,6.1
2021/3/13,MN ,2024/12/5,57,7185,1,0.8,125.9,104,6.5
2021/3/20,MN ,2024/12/5,41,7226,0.7,0.6,126.6,104.6,4.7
2021/3/27,MN ,2024/12/5,38,7264,0.7,0.5,127.3,105.1,4.3
2021/4/3,MN ,2024/12/5,51,7315,0.9,0.7,128.2,105.9,5.8
2021/4/10,MN ,2024/12/5,60,7375,1.1,0.8,129.2,106.7,6.9
2021/4/17,MN ,2024/12/5,68,7443,1.2,1,130.4,107.7,7.5
2021/4/24,MN ,2024/12/5,69,7512,1.2,1,131.6,108.7,7.4
2021/5/1,MN ,2024/12/5,86,7598,1.5,1.2,133.1,109.9,8.8
2021/5/8,MN ,2024/12/5,64,7662,1.1,1,134.2,110.9,6.9
2021/5/15,MN ,2024/12/5,70,7732,1.2,1,135.5,111.9,7.5
2021/5/22,MN ,2024/12/5,46,7778,0.8,0.7,136.3,112.6,5.3
2021/5/29,MN ,2024/12/5,39,7817,0.7,0.6,137,113.1,4.5
2021/6/5,MN ,2024/12/5,32,7849,0.6,0.5,137.5,113.6,3.7
2021/6/12,MN ,2024/12/5,36,7885,0.6,0.5,138.2,114.1,3.9
2021/6/19,MN ,2024/12/5,27,7912,0.5,0.4,138.6,114.5,3.2
2021/6/26,MN ,2024/12/5,21,7933,0.4,0.3,139,114.8,2.3
2021/7/3,MN ,2024/12/5,14,7947,,,139.2,115,1.6
2021/7/10,MN ,2024/12/5,15,7962,,,139.5,115.2,1.7
2021/7/17,MN ,2024/12/5,14,7976,,,139.7,115.4,1.6
2021/7/24,MN ,2024/12/5,11,7987,,,139.9,115.6,1.3
2021/7/31,MN ,2024/12/5,19,8006,,,140.3,115.9,2.1
2021/8/7,MN ,2024/12/5,21,8027,0.4,0.3,140.6,116.2,2.3
2021/8/14,MN ,2024/12/5,30,8057,0.5,0.4,141.2,116.6,3.2
2021/8/21,MN ,2024/12/5,36,8093,0.6,0.5,141.8,117.1,4
2021/8/28,MN ,2024/12/5,56,8149,1,0.8,142.8,117.9,6.1
2021/9/4,MN ,2024/12/5,56,8205,1,0.9,143.8,118.8,5.8
2021/9/11,MN ,2024/12/5,71,8276,1.2,1,145,119.8,7.3
2021/9/18,MN ,2024/12/5,89,8365,1.6,1.3,146.6,121.1,9
2021/9/25,MN ,2024/12/5,107,8472,1.9,1.6,148.4,122.7,10.9
2021/10/2,MN ,2024/12/5,115,8587,2,1.7,150.5,124.4,11
2021/10/9,MN ,2024/12/5,143,8730,2.5,2.1,153,126.5,13.7
2021/10/16,MN ,2024/12/5,129,8859,2.3,1.9,155.2,128.3,12.6
2021/10/23,MN ,2024/12/5,138,8997,2.4,2,157.6,130.3,12.8
2021/10/30,MN ,2024/12/5,149,9146,2.6,2.1,160.2,132.5,13.5
2021/11/6,MN ,2024/12/5,165,9311,2.9,2.4,163.1,134.9,14.8
2021/11/13,MN ,2024/12/5,186,9497,3.3,2.7,166.4,137.5,15.6
2021/11/20,MN ,2024/12/5,240,9737,4.2,3.4,170.6,141,19.9
2021/11/27,MN ,2024/12/5,262,9999,4.6,3.8,175.2,144.8,20.8
2021/12/4,MN ,2024/12/5,272,10271,4.8,3.9,180,148.7,21.8
2021/12/11,MN ,2024/12/5,267,10538,4.7,3.8,184.6,152.5,21.1
2021/12/18,MN ,2024/12/5,283,10821,5,4.1,189.6,156.6,21.8
2021/12/25,MN ,2024/12/5,230,11051,4,3.3,193.6,159.9,18.9
2022/1/1,MN ,2024/12/5,236,11287,4.1,3.4,197.8,163.3,19
2022/1/8,MN ,2024/12/5,235,11522,4.1,3.5,201.9,166.8,19.1
2022/1/15,MN ,2024/12/5,200,11722,3.5,3,205.4,169.8,16.1
2022/1/22,MN ,2024/12/5,227,11949,4,3.3,209.4,173,18.9
2022/1/29,MN ,2024/12/5,239,12188,4.2,3.4,213.5,176.4,19.5
2022/2/5,MN ,2024/12/5,182,12370,3.2,2.6,216.7,178.9,16.5
2022/2/12,MN ,2024/12/5,176,12546,3.1,2.5,219.8,181.5,15
2022/2/19,MN ,2024/12/5,135,12681,2.4,1.9,222.2,183.4,13
2022/2/26,MN ,2024/12/5,94,12775,1.6,1.3,223.8,184.7,9.1
2022/3/5,MN ,2024/12/5,66,12841,1.2,0.9,225,185.7,7.1
2022/3/12,MN ,2024/12/5,61,12902,1.1,0.9,226.1,186.6,6.4
2022/3/19,MN ,2024/12/5,28,12930,0.5,0.4,226.5,187,2.9
2022/3/26,MN ,2024/12/5,36,12966,0.6,0.5,227.2,187.5,3.8
2022/4/2,MN ,2024/12/5,23,12989,0.4,0.3,227.6,187.8,2.6
2022/4/9,MN ,2024/12/5,24,13013,0.4,0.3,228,188.2,2.7
2022/4/16,MN ,2024/12/5,23,13036,0.4,0.3,228.4,188.5,2.5
2022/4/23,MN ,2024/12/5,27,13063,0.5,0.4,228.9,188.9,2.8
2022/4/30,MN ,2024/12/5,17,13080,,,229.2,189.1,1.8
2022/5/7,MN ,2024/12/5,33,13113,0.6,0.5,229.8,189.6,3.7
2022/5/14,MN ,2024/12/5,33,13146,0.6,0.5,230.3,190.1,3.6
2022/5/21,MN ,2024/12/5,32,13178,0.6,0.5,230.9,190.5,3.7
2022/5/28,MN ,2024/12/5,53,13231,0.9,0.8,231.8,191.3,5.6
2022/6/4,MN ,2024/12/5,43,13274,0.8,0.6,232.6,191.9,4.8
2022/6/11,MN ,2024/12/5,39,13313,0.7,0.6,233.3,192.5,4.4
2022/6/18,MN ,2024/12/5,40,13353,0.7,0.6,234,193.1,4.5
2022/6/25,MN ,2024/12/5,47,13400,0.8,0.7,234.8,193.7,5
2022/7/2,MN ,2024/12/5,36,13436,0.6,0.5,235.4,194.3,3.9
2022/7/9,MN ,2024/12/5,41,13477,0.7,0.6,236.1,194.9,4.5
2022/7/16,MN ,2024/12/5,43,13520,0.8,0.6,236.9,195.5,5.1
2022/7/23,MN ,2024/12/5,45,13565,0.8,0.7,237.7,196.2,5
2022/7/30,MN ,2024/12/5,31,13596,0.5,0.5,238.2,196.6,3.5
2022/8/6,MN ,2024/12/5,34,13630,0.6,0.5,238.8,197.1,3.6
2022/8/13,MN ,2024/12/5,36,13666,0.6,0.5,239.4,197.7,4.2
2022/8/20,MN ,2024/12/5,29,13695,0.5,0.4,240,198.1,3.3
2022/8/27,MN ,2024/12/5,55,13750,1,0.8,240.9,198.9,6
2022/9/3,MN ,2024/12/5,39,13789,0.7,0.6,241.6,199.5,4.3
2022/9/10,MN ,2024/12/5,44,13833,0.8,0.6,242.4,200.1,4.5
2022/9/17,MN ,2024/12/5,44,13877,0.8,0.6,243.1,200.7,4.7
2022/9/24,MN ,2024/12/5,44,13921,0.8,0.6,243.9,201.4,4.6
2022/10/1,MN ,2024/12/5,40,13961,0.7,0.6,244.6,201.9,4.4
2022/10/8,MN ,2024/12/5,45,14006,0.8,0.6,245.4,202.5,4.8
2022/10/15,MN ,2024/12/5,46,14052,0.8,0.7,246.2,203.2,4.7
2022/10/22,MN ,2024/12/5,39,14091,0.7,0.6,246.9,203.8,4
2022/10/29,MN ,2024/12/5,60,14151,1.1,0.9,247.9,204.6,6.3
2022/11/5,MN ,2024/12/5,56,14207,1,0.8,248.9,205.4,5.4
2022/11/12,MN ,2024/12/5,61,14268,1.1,0.9,250,206.3,5.9
2022/11/19,MN ,2024/12/5,60,14328,1.1,0.9,251,207.2,5.7
2022/11/26,MN ,2024/12/5,60,14388,1.1,0.9,252.1,208.1,5.8
2022/12/3,MN ,2024/12/5,51,14439,0.9,0.7,253,208.8,4.8
2022/12/10,MN ,2024/12/5,65,14504,1.1,0.9,254.1,209.7,6
2022/12/17,MN ,2024/12/5,50,14554,0.9,0.7,255,210.5,4.6
2022/12/24,MN ,2024/12/5,40,14594,0.7,0.6,255.7,211.1,3.7
2022/12/31,MN ,2024/12/5,57,14651,1,0.8,256.7,211.9,5.3
2023/1/7,MN ,2024/12/5,66,14717,1.2,1,257.9,212.9,6
2023/1/14,MN ,2024/12/5,47,14764,0.8,0.7,258.7,213.5,4.5
2023/1/21,MN ,2024/12/5,64,14828,1.1,0.9,259.8,214.4,6.3
2023/1/28,MN ,2024/12/5,32,14860,0.6,0.5,260.4,214.9,3.5
2023/2/4,MN ,2024/12/5,39,14899,0.7,0.6,261,215.5,4.2
2023/2/11,MN ,2024/12/5,32,14931,0.6,0.5,261.6,215.9,3.4
2023/2/18,MN ,2024/12/5,43,14974,0.8,0.6,262.4,216.5,4.4
2023/2/25,MN ,2024/12/5,47,15021,0.8,0.7,263.2,217.2,4.8
2023/3/4,MN ,2024/12/5,53,15074,0.9,0.8,264.1,218,5
2023/3/11,MN ,2024/12/5,46,15120,0.8,0.7,264.9,218.7,4.8
2023/3/18,MN ,2024/12/5,45,15165,0.8,0.6,265.7,219.3,4.5
2023/3/25,MN ,2024/12/5,37,15202,0.6,0.5,266.4,219.9,3.9
2023/4/1,MN ,2024/12/5,29,15231,0.5,0.4,266.9,220.3,3.1
2023/4/8,MN ,2024/12/5,41,15272,0.7,0.6,267.6,220.9,4.3
2023/4/15,MN ,2024/12/5,30,15302,0.5,0.4,268.1,221.3,2.9
2023/4/22,MN ,2024/12/5,27,15329,0.5,0.4,268.6,221.7,3
2023/4/29,MN ,2024/12/5,20,15349,0.4,0.3,268.9,222,2.2
2023/5/6,MN ,2024/12/5,22,15371,0.4,0.3,269.3,222.3,2.4
2023/5/13,MN ,2024/12/5,22,15393,0.4,0.3,269.7,222.6,2.5
2023/5/20,MN ,2024/12/5,22,15415,0.4,0.3,270.1,223,2.5
2023/5/27,MN ,2024/12/5,10,15425,,,270.3,223.1,1.1
2023/6/3,MN ,2024/12/5,10,15435,,,270.4,223.2,1.1
2023/6/10,MN ,2024/12/5,10,15445,,,270.6,223.4,1.1
2023/6/17,MN ,2024/12/5,16,15461,,,270.9,223.6,1.8
2023/6/24,MN ,2024/12/5,,15469,,,271,223.7,
2023/7/1,MN ,2024/12/5,,15475,,,271.1,223.8,
2023/7/8,MN ,2024/12/5,,15478,,,271.2,223.9,
2023/7/15,MN ,2024/12/5,,15483,,,271.3,223.9,
2023/7/22,MN ,2024/12/5,13,15496,,,271.5,224.1,1.5
2023/7/29,MN ,2024/12/5,,15498,,,271.5,224.2,
2023/8/5,MN ,2024/12/5,,15507,,,271.7,224.3,
2023/8/12,MN ,2024/12/5,,15514,,,271.8,224.4,
2023/8/19,MN ,2024/12/5,,15519,,,271.9,224.5,
2023/8/26,MN ,2024/12/5,13,15532,,,272.1,224.7,1.5
2023/9/2,MN ,2024/12/5,11,15543,,,272.3,224.8,1.2
2023/9/9,MN ,2024/12/5,14,15557,,,272.6,225,1.5
2023/9/16,MN ,2024/12/5,21,15578,0.4,0.3,272.9,225.3,2.4
2023/9/23,MN ,2024/12/5,26,15604,0.5,0.4,273.4,225.7,2.7
2023/9/30,MN ,2024/12/5,19,15623,,,273.7,226,2.1
2023/10/7,MN ,2024/12/5,29,15652,0.5,0.4,274.2,226.4,3.2
2023/10/14,MN ,2024/12/5,27,15679,0.5,0.4,274.7,226.8,3
2023/10/21,MN ,2024/12/5,35,15714,0.6,0.5,275.3,227.3,3.4
2023/10/28,MN ,2024/12/5,26,15740,0.5,0.4,275.8,227.7,2.7
2023/11/4,MN ,2024/12/5,36,15776,0.6,0.5,276.4,228.2,3.6
2023/11/11,MN ,2024/12/5,31,15807,0.5,0.4,277,228.6,3.2
2023/11/18,MN ,2024/12/5,31,15838,0.5,0.5,277.5,229.1,3.2
2023/11/25,MN ,2024/12/5,39,15877,0.7,0.6,278.2,229.7,3.9
2023/12/2,MN ,2024/12/5,49,15926,0.9,0.7,279,230.3,4.5
2023/12/9,MN ,2024/12/5,45,15971,0.8,0.7,279.8,231,4.3
2023/12/16,MN ,2024/12/5,48,16019,0.8,0.7,280.7,231.7,4.6
2023/12/23,MN ,2024/12/5,47,16066,0.8,0.7,281.5,232.4,4.6
2023/12/30,MN ,2024/12/5,51,16117,0.9,0.7,282.4,233.1,5.3
2024/1/6,MN ,2024/12/5,55,16172,1,0.8,283.4,233.9,5.2
2024/1/13,MN ,2024/12/5,57,16229,1,0.9,284.4,234.7,5.5
2024/1/20,MN ,2024/12/5,37,16266,0.6,0.5,285,235.3,3.6
2024/1/27,MN ,2024/12/5,35,16301,0.6,0.5,285.6,235.8,3.3
2024/2/3,MN ,2024/12/5,33,16334,0.6,0.5,286.2,236.2,3.4
2024/2/10,MN ,2024/12/5,33,16367,0.6,0.5,286.8,236.7,3.4
2024/2/17,MN ,2024/12/5,22,16389,0.4,0.3,287.2,237,2.3
2024/2/24,MN ,2024/12/5,28,16417,0.5,0.4,287.6,237.4,2.8
2024/3/2,MN ,2024/12/5,21,16438,0.4,0.3,288,237.7,2
2024/3/9,MN ,2024/12/5,16,16454,,,288.3,237.9,1.6
2024/3/16,MN ,2024/12/5,18,16472,,,288.6,238.2,1.8
2024/3/23,MN ,2024/12/5,16,16488,,,288.9,238.4,1.6
2024/3/30,MN ,2024/12/5,15,16503,,,289.2,238.6,1.6
2024/4/6,MN ,2024/12/5,13,16516,,,289.4,238.8,1.4
2024/4/13,MN ,2024/12/5,14,16530,,,289.6,239,1.4
2024/4/20,MN ,2024/12/5,11,16541,,,289.8,239.2,1.2
2024/4/27,MN ,2024/12/5,12,16553,,,290,239.4,1.3
2024/5/4,MN ,2024/12/5,,16561,,,290.2,239.5,
2024/5/11,MN ,2024/12/5,,16565,,,290.2,239.5,
2024/5/18,MN ,2024/12/5,10,16575,,,290.4,239.7,1
2024/5/25,MN ,2024/12/5,,16583,,,290.6,239.8,
2024/6/1,MN ,2024/12/5,,16586,,,290.6,239.8,
2024/6/8,MN ,2024/12/5,,16589,,,290.7,239.9,
2024/6/15,MN ,2024/12/5,,16593,,,290.7,239.9,
2024/6/22,MN ,2024/12/5,,16598,,,290.8,240,
2024/6/29,MN ,2024/12/5,,16604,,,290.9,240.1,
2024/7/6,MN ,2024/12/5,,16610,,,291,240.2,
2024/7/13,MN ,2024/12/5,10,16620,,,291.2,240.3,1.1
2024/7/20,MN ,2024/12/5,,16629,,,291.4,240.5,
2024/7/27,MN ,2024/12/5,11,16640,,,291.6,240.6,1.2
2024/8/3,MN ,2024/12/5,21,16661,0.4,0.3,291.9,240.9,2.4
2024/8/10,MN ,2024/12/5,10,16671,,,292.1,241.1,1.1
2024/8/17,MN ,2024/12/5,25,16696,0.4,0.4,292.5,241.4,2.7
2024/8/24,MN ,2024/12/5,21,16717,0.4,0.3,292.9,241.7,2.3
2024/8/31,MN ,2024/12/5,19,16736,,,293.2,242,2.1
2024/9/7,MN ,2024/12/5,14,16750,,,293.5,242.2,1.6
2024/9/14,MN ,2024/12/5,20,16770,0.4,0.3,293.8,242.5,2.3
2024/9/21,MN ,2024/12/5,24,16794,0.4,0.4,294.3,242.9,2.4
2024/9/28,MN ,2024/12/5,26,16820,0.5,0.4,294.7,243.3,2.8
2024/10/5,MN ,2024/12/5,14,16834,,,295,243.5,1.5
2024/10/12,MN ,2024/12/5,16,16850,,,295.2,243.7,1.7
2024/10/19,MN ,2024/12/5,19,16869,,,295.6,244,2
2024/10/26,MN ,2024/12/5,18,16887,,,295.9,244.2,1.9
2024/11/2,MN ,2024/12/5,15,16902,,,296.1,244.4,1.7
2024/11/9,MN ,2024/12/5,11,16913,,,296.3,244.6,1.3
2024/11/16,MN ,2024/12/5,19,16932,,,296.7,244.9,2.4
2024/11/23,MN ,2024/12/5,,16940,,,296.8,245,
2024/11/30,MN ,2024/12/5,11,16951,,,297,245.2,1.9
2020/1/4,MS ,2024/12/5,0,0,0,0,0,0,0
2020/1/11,MS ,2024/12/5,0,0,0,0,0,0,0
2020/1/18,MS ,2024/12/5,0,0,0,0,0,0,0
2020/1/25,MS ,2024/12/5,0,0,0,0,0,0,0
2020/2/1,MS ,2024/12/5,0,0,0,0,0,0,0
2020/2/8,MS ,2024/12/5,,,,,,,
2020/2/15,MS ,2024/12/5,,,,,,,
2020/2/22,MS ,2024/12/5,0,,0,0,,,0
2020/2/29,MS ,2024/12/5,0,,0,0,,,0
2020/3/7,MS ,2024/12/5,0,,0,0,,,0
2020/3/14,MS ,2024/12/5,0,,0,0,,,0
2020/3/21,MS ,2024/12/5,,,,,,,
2020/3/28,MS ,2024/12/5,15,23,,,0.8,0.6,2.1
2020/4/4,MS ,2024/12/5,56,79,1.9,1.5,2.7,2.2,7.7
2020/4/11,MS ,2024/12/5,64,143,2.2,1.8,4.8,4,8.9
2020/4/18,MS ,2024/12/5,65,208,2.2,1.8,7.1,5.8,8.7
2020/4/25,MS ,2024/12/5,68,276,2.3,2,9.4,7.8,8.9
2020/5/2,MS ,2024/12/5,100,376,3.4,3,12.7,10.8,13.1
2020/5/9,MS ,2024/12/5,87,463,2.9,2.5,15.7,13.3,11.5
2020/5/16,MS ,2024/12/5,111,574,3.8,3.2,19.5,16.5,14
2020/5/23,MS ,2024/12/5,100,674,3.4,2.9,22.8,19.4,13.6
2020/5/30,MS ,2024/12/5,108,782,3.7,3.3,26.5,22.6,13.8
2020/6/6,MS ,2024/12/5,91,873,3.1,2.7,29.6,25.4,12.3
2020/6/13,MS ,2024/12/5,70,943,2.4,2,32,27.4,9.7
2020/6/20,MS ,2024/12/5,74,1017,2.5,2.1,34.5,29.5,9.8
2020/6/27,MS ,2024/12/5,69,1086,2.3,2,36.8,31.5,9.6
2020/7/4,MS ,2024/12/5,85,1171,2.9,2.5,39.7,33.9,11.7
2020/7/11,MS ,2024/12/5,123,1294,4.2,3.6,43.9,37.5,15.1
2020/7/18,MS ,2024/12/5,136,1430,4.6,3.9,48.5,41.4,16.8
2020/7/25,MS ,2024/12/5,161,1591,5.5,4.6,53.9,46,18
2020/8/1,MS ,2024/12/5,231,1822,7.8,6.6,61.8,52.6,25.9
2020/8/8,MS ,2024/12/5,201,2023,6.8,5.8,68.6,58.3,21.4
2020/8/15,MS ,2024/12/5,192,2215,6.5,5.7,75.1,64,21.7
2020/8/22,MS ,2024/12/5,186,2401,6.3,5.3,81.4,69.3,22.5
2020/8/29,MS ,2024/12/5,167,2568,5.7,4.7,87.1,74,19.9
2020/9/5,MS ,2024/12/5,113,2681,3.8,3.3,90.9,77.3,15.4
2020/9/12,MS ,2024/12/5,108,2789,3.7,3.1,94.5,80.4,14.1
2020/9/19,MS ,2024/12/5,106,2895,3.6,3.1,98.1,83.5,14
2020/9/26,MS ,2024/12/5,107,3002,3.6,3.1,101.8,86.6,14.4
2020/10/3,MS ,2024/12/5,81,3083,2.7,2.2,104.5,88.9,11
2020/10/10,MS ,2024/12/5,70,3153,2.4,2.1,106.9,90.9,9.1
