week_ending_date,state,data_as_of,COVID_deaths_weekly,COVID_deaths_total,crude_COVID_rate_weekly,aa_COVID_rate_weekly,crude_COVID_rate_total,aa_COVID_rate_total,COVID_pct_of_total_weekly
2020/2/15,RI ,2024/12/5,0,0,0,0,0,0,0
2020/2/22,RI ,2024/12/5,0,0,0,0,0,0,0
2020/2/29,RI ,2024/12/5,0,0,0,0,0,0,0
2020/3/7,RI ,2024/12/5,0,0,0,0,0,0,0
2020/3/14,RI ,2024/12/5,0,0,0,0,0,0,0
2020/3/21,RI ,2024/12/5,0,0,0,0,0,0,0
2020/3/28,RI ,2024/12/5,,,,,,,
2020/4/4,RI ,2024/12/5,22,25,2,1.5,2.3,1.7,9.8
2020/4/11,RI ,2024/12/5,51,76,4.7,3.4,6.9,5.1,20.7
2020/4/18,RI ,2024/12/5,92,168,8.4,6.2,15.3,11.3,34.1
2020/4/25,RI ,2024/12/5,96,264,8.8,6.4,24.1,17.6,34.8
2020/5/2,RI ,2024/12/5,122,386,11.1,8.2,35.2,25.8,38.2
2020/5/9,RI ,2024/12/5,135,521,12.3,9.4,47.6,35.1,36.3
2020/5/16,RI ,2024/12/5,109,630,9.9,7.4,57.5,42.5,37.2
2020/5/23,RI ,2024/12/5,98,728,8.9,6.6,66.4,49.1,37
2020/5/30,RI ,2024/12/5,73,801,6.7,4.8,73.1,54,30.2
2020/6/6,RI ,2024/12/5,53,854,4.8,3.4,77.9,57.4,22.6
2020/6/13,RI ,2024/12/5,26,880,2.4,1.8,80.3,59.2,12.7
2020/6/20,RI ,2024/12/5,33,913,3,2.1,83.3,61.3,14.6
2020/6/27,RI ,2024/12/5,21,934,1.9,1.4,85.2,62.7,10.8
2020/7/4,RI ,2024/12/5,19,953,,,87,64,11.2
2020/7/11,RI ,2024/12/5,13,966,,,88.2,65,7.5
2020/7/18,RI ,2024/12/5,,975,,,89,65.6,
2020/7/25,RI ,2024/12/5,,983,,,89.7,66.1,
2020/8/1,RI ,2024/12/5,,988,,,90.2,66.4,
2020/8/8,RI ,2024/12/5,,997,,,91,67,
2020/8/15,RI ,2024/12/5,,1005,,,91.7,67.6,
2020/8/22,RI ,2024/12/5,16,1021,,,93.2,68.7,8.1
2020/8/29,RI ,2024/12/5,,1028,,,93.8,69.2,
2020/9/5,RI ,2024/12/5,11,1039,,,94.8,69.9,5.6
2020/9/12,RI ,2024/12/5,10,1049,,,95.7,70.6,5.4
2020/9/19,RI ,2024/12/5,16,1065,,,97.2,71.7,8.6
2020/9/26,RI ,2024/12/5,10,1075,,,98.1,72.3,4.9
2020/10/3,RI ,2024/12/5,,1084,,,98.9,72.9,
2020/10/10,RI ,2024/12/5,16,1100,,,100.4,74,7.6
2020/10/17,RI ,2024/12/5,24,1124,2.2,1.6,102.6,75.6,12
2020/10/24,RI ,2024/12/5,20,1144,1.8,1.4,104.4,76.9,10.3
2020/10/31,RI ,2024/12/5,25,1169,2.3,1.7,106.7,78.7,12.4
2020/11/7,RI ,2024/12/5,29,1198,2.6,1.9,109.3,80.5,12.7
2020/11/14,RI ,2024/12/5,41,1239,3.7,2.8,113.1,83.3,18.1
2020/11/21,RI ,2024/12/5,47,1286,4.3,3.1,117.4,86.4,21
2020/11/28,RI ,2024/12/5,67,1353,6.1,4.6,123.5,91.1,25.9
2020/12/5,RI ,2024/12/5,84,1437,7.7,5.8,131.2,96.8,29.9
2020/12/12,RI ,2024/12/5,139,1576,12.7,9.4,143.8,106.2,43.7
2020/12/19,RI ,2024/12/5,133,1709,12.1,9,156,115.2,40.2
2020/12/26,RI ,2024/12/5,97,1806,8.9,6.3,164.8,121.5,32.7
2021/1/2,RI ,2024/12/5,91,1897,8.3,6,173.1,127.6,32.6
2021/1/9,RI ,2024/12/5,105,2002,9.6,7,182.7,134.5,36.8
2021/1/16,RI ,2024/12/5,95,2097,8.7,6.3,191.4,140.8,33.2
2021/1/23,RI ,2024/12/5,95,2192,8.7,6.2,200.1,147,31.2
2021/1/30,RI ,2024/12/5,80,2272,7.3,5.5,207.4,152.5,31.9
2021/2/6,RI ,2024/12/5,68,2340,6.2,4.5,213.6,156.9,26.2
2021/2/13,RI ,2024/12/5,64,2404,5.8,4.2,219.4,161.2,25.8
2021/2/20,RI ,2024/12/5,33,2437,3,2.2,222.4,163.3,15
2021/2/27,RI ,2024/12/5,25,2462,2.3,1.7,224.7,165.1,11.5
2021/3/6,RI ,2024/12/5,14,2476,,,226,166,6.7
2021/3/13,RI ,2024/12/5,28,2504,2.6,1.7,228.5,167.7,11.9
2021/3/20,RI ,2024/12/5,23,2527,2.1,1.6,230.6,169.3,11.2
2021/3/27,RI ,2024/12/5,11,2538,,,231.7,170,5.4
2021/4/3,RI ,2024/12/5,13,2551,,,232.8,170.9,7.2
2021/4/10,RI ,2024/12/5,11,2562,,,233.8,171.7,5.5
2021/4/17,RI ,2024/12/5,16,2578,,,235.3,172.7,8.6
2021/4/24,RI ,2024/12/5,,2587,,,236.1,173.3,
2021/5/1,RI ,2024/12/5,18,2605,,,237.8,174.6,8.9
2021/5/8,RI ,2024/12/5,10,2615,,,238.7,175.3,4.9
2021/5/15,RI ,2024/12/5,,2623,,,239.4,175.8,
2021/5/22,RI ,2024/12/5,10,2633,,,240.3,176.5,5.1
2021/5/29,RI ,2024/12/5,,2639,,,240.9,176.9,
2021/6/5,RI ,2024/12/5,,2647,,,241.6,177.5,
2021/6/12,RI ,2024/12/5,,2648,,,241.7,177.6,
2021/6/19,RI ,2024/12/5,,2653,,,242.1,177.9,
2021/6/26,RI ,2024/12/5,,2657,,,242.5,178.2,
2021/7/3,RI ,2024/12/5,,2662,,,243,178.5,
2021/7/10,RI ,2024/12/5,,2663,,,243.1,178.6,
2021/7/17,RI ,2024/12/5,0,2663,0,0,243.1,178.6,0
2021/7/24,RI ,2024/12/5,,2665,,,243.2,178.7,
2021/7/31,RI ,2024/12/5,,2666,,,243.3,178.8,
2021/8/7,RI ,2024/12/5,,2672,,,243.9,179.2,
2021/8/14,RI ,2024/12/5,,2677,,,244.3,179.5,
2021/8/21,RI ,2024/12/5,,2686,,,245.2,180.2,
2021/8/28,RI ,2024/12/5,12,2698,,,246.3,181,5.7
2021/9/4,RI ,2024/12/5,11,2709,,,247.3,181.7,5.5
2021/9/11,RI ,2024/12/5,29,2738,2.6,1.9,249.9,183.7,14.2
2021/9/18,RI ,2024/12/5,14,2752,,,251.2,184.6,7.2
2021/9/25,RI ,2024/12/5,11,2763,,,252.2,185.3,5
2021/10/2,RI ,2024/12/5,12,2775,,,253.3,186.2,6
2021/10/9,RI ,2024/12/5,14,2789,,,254.6,187.3,6.5
2021/10/16,RI ,2024/12/5,,2798,,,255.4,187.9,
2021/10/23,RI ,2024/12/5,14,2812,,,256.7,188.9,6.9
2021/10/30,RI ,2024/12/5,,2820,,,257.4,189.4,
2021/11/6,RI ,2024/12/5,,2829,,,258.2,190,
2021/11/13,RI ,2024/12/5,13,2842,,,259.4,190.9,6.2
2021/11/20,RI ,2024/12/5,21,2863,1.9,1.4,261.3,192.3,8.5
2021/11/27,RI ,2024/12/5,21,2884,1.9,1.4,263.2,193.7,8.6
2021/12/4,RI ,2024/12/5,23,2907,2.1,1.6,265.3,195.4,8.8
2021/12/11,RI ,2024/12/5,37,2944,3.4,2.5,268.7,197.9,15
2021/12/18,RI ,2024/12/5,32,2976,2.9,2.2,271.6,200.1,13.4
2021/12/25,RI ,2024/12/5,49,3025,4.5,3.5,276.1,203.6,17.4
2022/1/1,RI ,2024/12/5,49,3074,4.5,3.5,280.6,207.1,17.9
2022/1/8,RI ,2024/12/5,53,3127,4.8,3.7,285.4,210.8,20.2
2022/1/15,RI ,2024/12/5,71,3198,6.5,5.2,291.9,215.9,25.6
2022/1/22,RI ,2024/12/5,81,3279,7.4,5.6,299.3,221.5,27.8
2022/1/29,RI ,2024/12/5,82,3361,7.5,5.5,306.8,227.1,30.3
2022/2/5,RI ,2024/12/5,51,3412,4.7,3.3,311.4,230.4,20.2
2022/2/12,RI ,2024/12/5,35,3447,3.2,2.4,314.6,232.8,14.3
2022/2/19,RI ,2024/12/5,27,3474,2.5,1.8,317.1,234.6,13
2022/2/26,RI ,2024/12/5,19,3493,,,318.8,235.9,8.2
2022/3/5,RI ,2024/12/5,11,3504,,,319.8,236.6,5.2
2022/3/12,RI ,2024/12/5,,3509,,,320.3,237,
2022/3/19,RI ,2024/12/5,,3518,,,321.1,237.6,
2022/3/26,RI ,2024/12/5,,3523,,,321.6,237.9,
2022/4/2,RI ,2024/12/5,,3529,,,322.1,238.2,
2022/4/9,RI ,2024/12/5,,3535,,,322.7,238.6,
2022/4/16,RI ,2024/12/5,,3541,,,323.2,239,
2022/4/23,RI ,2024/12/5,,3546,,,323.7,239.4,
2022/4/30,RI ,2024/12/5,,3550,,,324,239.6,
2022/5/7,RI ,2024/12/5,,3559,,,324.8,240.3,
2022/5/14,RI ,2024/12/5,13,3572,,,326,241.1,6.2
2022/5/21,RI ,2024/12/5,,3578,,,326.6,241.5,
2022/5/28,RI ,2024/12/5,,3587,,,327.4,242.2,
2022/6/4,RI ,2024/12/5,,3594,,,328,242.6,
2022/6/11,RI ,2024/12/5,12,3606,,,329.1,243.5,6.5
2022/6/18,RI ,2024/12/5,,3613,,,329.8,244,
2022/6/25,RI ,2024/12/5,,3622,,,330.6,244.6,
2022/7/2,RI ,2024/12/5,,3628,,,331.1,245,
2022/7/9,RI ,2024/12/5,,3631,,,331.4,245.2,
2022/7/16,RI ,2024/12/5,,3638,,,332.1,245.7,
2022/7/23,RI ,2024/12/5,,3646,,,332.8,246.3,
2022/7/30,RI ,2024/12/5,,3648,,,333,246.4,
2022/8/6,RI ,2024/12/5,,3655,,,333.6,246.9,
2022/8/13,RI ,2024/12/5,,3658,,,333.9,247.1,
2022/8/20,RI ,2024/12/5,,3662,,,334.2,247.4,
2022/8/27,RI ,2024/12/5,10,3672,,,335.2,248.1,5
2022/9/3,RI ,2024/12/5,,3676,,,335.5,248.3,
2022/9/10,RI ,2024/12/5,11,3687,,,336.5,249.2,6.1
2022/9/17,RI ,2024/12/5,,3692,,,337,249.5,
2022/9/24,RI ,2024/12/5,,3695,,,337.3,249.7,
2022/10/1,RI ,2024/12/5,11,3706,,,338.3,250.4,6
2022/10/8,RI ,2024/12/5,,3711,,,338.7,250.7,
2022/10/15,RI ,2024/12/5,,3720,,,339.5,251.3,
2022/10/22,RI ,2024/12/5,,3727,,,340.2,251.8,
2022/10/29,RI ,2024/12/5,12,3739,,,341.3,252.5,5.8
2022/11/5,RI ,2024/12/5,,3746,,,341.9,253,
2022/11/12,RI ,2024/12/5,13,3759,,,343.1,253.9,6.2
2022/11/19,RI ,2024/12/5,,3762,,,343.4,254.2,
2022/11/26,RI ,2024/12/5,10,3772,,,344.3,254.9,4.1
2022/12/3,RI ,2024/12/5,,3780,,,345,255.4,
2022/12/10,RI ,2024/12/5,13,3793,,,346.2,256.2,5.8
2022/12/17,RI ,2024/12/5,13,3806,,,347.4,257.1,6.4
2022/12/24,RI ,2024/12/5,,3811,,,347.8,257.4,
2022/12/31,RI ,2024/12/5,11,3822,,,348.8,258.1,5
2023/1/7,RI ,2024/12/5,11,3833,,,349.9,258.8,4.4
2023/1/14,RI ,2024/12/5,10,3843,,,350.8,259.5,4.4
2023/1/21,RI ,2024/12/5,14,3857,,,352,260.4,6
2023/1/28,RI ,2024/12/5,10,3867,,,353,261,4.7
2023/2/4,RI ,2024/12/5,,3874,,,353.6,261.5,
2023/2/11,RI ,2024/12/5,,3883,,,354.4,262.1,
2023/2/18,RI ,2024/12/5,,3889,,,355,262.6,
2023/2/25,RI ,2024/12/5,,3897,,,355.7,263.1,
2023/3/4,RI ,2024/12/5,,3905,,,356.4,263.6,
2023/3/11,RI ,2024/12/5,,3909,,,356.8,263.9,
2023/3/18,RI ,2024/12/5,,3914,,,357.2,264.2,
2023/3/25,RI ,2024/12/5,,3919,,,357.7,264.6,
2023/4/1,RI ,2024/12/5,,3924,,,358.2,264.9,
2023/4/8,RI ,2024/12/5,,3928,,,358.5,265.2,
2023/4/15,RI ,2024/12/5,,3932,,,358.9,265.5,
2023/4/22,RI ,2024/12/5,,3936,,,359.3,265.8,
2023/4/29,RI ,2024/12/5,,3939,,,359.5,266,
2023/5/6,RI ,2024/12/5,,3942,,,359.8,266.2,
2023/5/13,RI ,2024/12/5,0,3942,0,0,359.8,266.2,0
2023/5/20,RI ,2024/12/5,,3945,,,360.1,266.4,
2023/5/27,RI ,2024/12/5,,3948,,,360.3,266.6,
2023/6/3,RI ,2024/12/5,,3950,,,360.5,266.7,
2023/6/10,RI ,2024/12/5,,3955,,,361,267,
2023/6/17,RI ,2024/12/5,0,3955,0,0,361,267,0
2023/6/24,RI ,2024/12/5,,3956,,,361.1,267.1,
2023/7/1,RI ,2024/12/5,,3957,,,361.2,267.2,
2023/7/8,RI ,2024/12/5,,3959,,,361.4,267.3,
2023/7/15,RI ,2024/12/5,0,3959,0,0,361.4,267.3,0
2023/7/22,RI ,2024/12/5,,3964,,,361.8,267.6,
2023/7/29,RI ,2024/12/5,,3965,,,361.9,267.7,
2023/8/5,RI ,2024/12/5,0,3965,0,0,361.9,267.7,0
2023/8/12,RI ,2024/12/5,,3969,,,362.3,268,
2023/8/19,RI ,2024/12/5,,3972,,,362.5,268.2,
2023/8/26,RI ,2024/12/5,,3979,,,363.2,268.6,
2023/9/2,RI ,2024/12/5,,3985,,,363.7,269,
2023/9/9,RI ,2024/12/5,,3989,,,364.1,269.3,
2023/9/16,RI ,2024/12/5,,3991,,,364.3,269.5,
2023/9/23,RI ,2024/12/5,,3997,,,364.8,269.9,
2023/9/30,RI ,2024/12/5,,4001,,,365.2,270.2,
2023/10/7,RI ,2024/12/5,,4010,,,366,270.9,
2023/10/14,RI ,2024/12/5,,4013,,,366.3,271.1,
2023/10/21,RI ,2024/12/5,,4018,,,366.7,271.4,
2023/10/28,RI ,2024/12/5,,4024,,,367.3,271.8,
2023/11/4,RI ,2024/12/5,,4027,,,367.6,272,
2023/11/11,RI ,2024/12/5,,4029,,,367.7,272.2,
2023/11/18,RI ,2024/12/5,,4035,,,368.3,272.5,
2023/11/25,RI ,2024/12/5,,4041,,,368.8,273,
2023/12/2,RI ,2024/12/5,,4043,,,369,273.1,
2023/12/9,RI ,2024/12/5,,4048,,,369.5,273.5,
2023/12/16,RI ,2024/12/5,,4054,,,370,273.9,
2023/12/23,RI ,2024/12/5,,4055,,,370.1,274,
2023/12/30,RI ,2024/12/5,,4062,,,370.8,274.4,
2024/1/6,RI ,2024/12/5,,4071,,,371.6,275.1,
2024/1/13,RI ,2024/12/5,11,4082,,,372.6,275.9,4.7
2024/1/20,RI ,2024/12/5,10,4092,,,373.5,276.5,4.6
2024/1/27,RI ,2024/12/5,,4098,,,374,276.9,
2024/2/3,RI ,2024/12/5,,4103,,,374.5,277.3,
2024/2/10,RI ,2024/12/5,,4112,,,375.3,277.9,
2024/2/17,RI ,2024/12/5,,4118,,,375.9,278.3,
2024/2/24,RI ,2024/12/5,,4119,,,376,278.4,
2024/3/2,RI ,2024/12/5,,4122,,,376.2,278.5,
2024/3/9,RI ,2024/12/5,,4124,,,376.4,278.7,
2024/3/16,RI ,2024/12/5,,4126,,,376.6,278.8,
2024/3/23,RI ,2024/12/5,,4131,,,377.1,279.1,
2024/3/30,RI ,2024/12/5,,4132,,,377.1,279.2,
2024/4/6,RI ,2024/12/5,,4136,,,377.5,279.5,
2024/4/13,RI ,2024/12/5,,4140,,,377.9,279.8,
2024/4/20,RI ,2024/12/5,0,4140,0,0,377.9,279.8,0
2024/4/27,RI ,2024/12/5,0,4140,0,0,377.9,279.8,0
2024/5/4,RI ,2024/12/5,,4141,,,378,279.8,
2024/5/11,RI ,2024/12/5,,4142,,,378.1,279.9,
2024/5/18,RI ,2024/12/5,0,4142,0,0,378.1,279.9,0
2024/5/25,RI ,2024/12/5,,4143,,,378.1,280,
2024/6/1,RI ,2024/12/5,0,4143,0,0,378.1,280,0
2024/6/8,RI ,2024/12/5,0,4143,0,0,378.1,280,0
2024/6/15,RI ,2024/12/5,,4146,,,378.4,280.2,
2024/6/22,RI ,2024/12/5,0,4146,0,0,378.4,280.2,0
2024/6/29,RI ,2024/12/5,,4148,,,378.6,280.3,
2024/7/6,RI ,2024/12/5,,4151,,,378.9,280.6,
2024/7/13,RI ,2024/12/5,,4153,,,379.1,280.7,
2024/7/20,RI ,2024/12/5,0,4153,0,0,379.1,280.7,0
2024/7/27,RI ,2024/12/5,0,4153,0,0,379.1,280.7,0
2024/8/3,RI ,2024/12/5,,4159,,,379.6,281.1,
2024/8/10,RI ,2024/12/5,,4165,,,380.2,281.5,
2024/8/17,RI ,2024/12/5,,4170,,,380.6,281.9,
2024/8/24,RI ,2024/12/5,,4177,,,381.2,282.4,
2024/8/31,RI ,2024/12/5,,4183,,,381.8,282.8,
2024/9/7,RI ,2024/12/5,,4185,,,382,282.9,
2024/9/14,RI ,2024/12/5,,4187,,,382.2,283,
2024/9/21,RI ,2024/12/5,,4189,,,382.3,283.2,
2024/9/28,RI ,2024/12/5,,4190,,,382.4,283.2,
2024/10/5,RI ,2024/12/5,,4193,,,382.7,283.4,
2024/10/12,RI ,2024/12/5,,4194,,,382.8,283.5,
2024/10/19,RI ,2024/12/5,,4197,,,383.1,283.7,
2024/10/26,RI ,2024/12/5,,4198,,,383.2,283.8,
2024/11/2,RI ,2024/12/5,,4202,,,383.5,284.1,
2024/11/9,RI ,2024/12/5,,4206,,,383.9,284.3,
2024/11/16,RI ,2024/12/5,,4208,,,384.1,284.5,
2024/11/23,RI ,2024/12/5,,4210,,,384.3,284.6,
2024/11/30,RI ,2024/12/5,0,4210,0,0,384.3,284.6,0
2020/1/4,SC ,2024/12/5,0,0,0,0,0,0,0
2020/1/11,SC ,2024/12/5,0,0,0,0,0,0,0
2020/1/18,SC ,2024/12/5,0,0,0,0,0,0,0
2020/1/25,SC ,2024/12/5,0,0,0,0,0,0,0
2020/2/1,SC ,2024/12/5,0,0,0,0,0,0,0
2020/2/8,SC ,2024/12/5,0,0,0,0,0,0,0
2020/2/15,SC ,2024/12/5,0,0,0,0,0,0,0
2020/2/22,SC ,2024/12/5,0,0,0,0,0,0,0
2020/2/29,SC ,2024/12/5,0,0,0,0,0,0,0
2020/3/7,SC ,2024/12/5,0,0,0,0,0,0,0
2020/3/14,SC ,2024/12/5,0,0,0,0,0,0,0
2020/3/21,SC ,2024/12/5,,,,,,,
2020/3/28,SC ,2024/12/5,18,21,,,0.4,0.3,1.7
2020/4/4,SC ,2024/12/5,39,60,0.8,0.6,1.2,0.9,3.6
2020/4/11,SC ,2024/12/5,60,120,1.2,0.9,2.3,1.7,5.3
2020/4/18,SC ,2024/12/5,56,176,1.1,0.9,3.4,2.6,5.2
2020/4/25,SC ,2024/12/5,62,238,1.2,1,4.6,3.5,5.9
2020/5/2,SC ,2024/12/5,68,306,1.3,1.1,5.9,4.6,6.5
2020/5/9,SC ,2024/12/5,71,377,1.4,1.1,7.3,5.7,6.6
2020/5/16,SC ,2024/12/5,63,440,1.2,1,8.5,6.6,5.7
2020/5/23,SC ,2024/12/5,55,495,1.1,0.8,9.5,7.5,5.2
2020/5/30,SC ,2024/12/5,67,562,1.3,1,10.8,8.5,6.3
2020/6/6,SC ,2024/12/5,68,630,1.3,1,12.1,9.5,6.4
2020/6/13,SC ,2024/12/5,50,680,1,0.8,13.1,10.3,4.5
2020/6/20,SC ,2024/12/5,61,741,1.2,0.9,14.3,11.2,5.8
2020/6/27,SC ,2024/12/5,89,830,1.7,1.4,16,12.6,8.1
2020/7/4,SC ,2024/12/5,129,959,2.5,2,18.5,14.6,10.9
2020/7/11,SC ,2024/12/5,146,1105,2.8,2.3,21.3,16.8,11.9
2020/7/18,SC ,2024/12/5,232,1337,4.5,3.6,25.8,20.5,17
2020/7/25,SC ,2024/12/5,318,1655,6.1,4.9,31.9,25.4,23.2
2020/8/1,SC ,2024/12/5,295,1950,5.7,4.5,37.6,29.9,21.6
2020/8/8,SC ,2024/12/5,274,2224,5.3,4.3,42.8,34.2,19.6
2020/8/15,SC ,2024/12/5,247,2471,4.8,3.9,47.6,38.1,18.3
2020/8/22,SC ,2024/12/5,200,2671,3.9,3.1,51.5,41.2,16.7
2020/8/29,SC ,2024/12/5,205,2876,3.9,3.2,55.4,44.3,16.3
2020/9/5,SC ,2024/12/5,193,3069,3.7,3,59.1,47.3,15.3
2020/9/12,SC ,2024/12/5,144,3213,2.8,2.2,61.9,49.5,11.8
2020/9/19,SC ,2024/12/5,139,3352,2.7,2.1,64.6,51.6,12
2020/9/26,SC ,2024/12/5,127,3479,2.4,2,67,53.6,10.8
2020/10/3,SC ,2024/12/5,107,3586,2.1,1.6,69.1,55.2,9.3
2020/10/10,SC ,2024/12/5,92,3678,1.8,1.4,70.9,56.6,8
2020/10/17,SC ,2024/12/5,115,3793,2.2,1.8,73.1,58.3,10.7
2020/10/24,SC ,2024/12/5,126,3919,2.4,2,75.5,60.4,10.8
2020/10/31,SC ,2024/12/5,129,4048,2.5,2,78,62.4,10.4
2020/11/7,SC ,2024/12/5,112,4160,2.2,1.7,80.1,64.1,9.4
2020/11/14,SC ,2024/12/5,124,4284,2.4,1.9,82.5,66,10.8
2020/11/21,SC ,2024/12/5,131,4415,2.5,2,85.1,68,10.8
2020/11/28,SC ,2024/12/5,143,4558,2.8,2.2,87.8,70.1,11.4
2020/12/5,SC ,2024/12/5,191,4749,3.7,2.9,91.5,73.1,14.8
2020/12/12,SC ,2024/12/5,193,4942,3.7,3,95.2,76.1,14.9
2020/12/19,SC ,2024/12/5,268,5210,5.2,4.2,100.4,80.2,19.4
2020/12/26,SC ,2024/12/5,319,5529,6.1,4.9,106.5,85.2,21.9
2021/1/2,SC ,2024/12/5,382,5911,7.4,5.9,113.9,91.1,24.8
2021/1/9,SC ,2024/12/5,447,6358,8.6,6.8,122.5,97.8,27.3
2021/1/16,SC ,2024/12/5,520,6878,10,7.9,132.5,105.7,31.4
2021/1/23,SC ,2024/12/5,540,7418,10.4,8.2,142.9,113.9,31.2
2021/1/30,SC ,2024/12/5,477,7895,9.2,7.4,152.1,121.2,29.5
2021/2/6,SC ,2024/12/5,410,8305,7.9,6.2,160,127.4,26.9
2021/2/13,SC ,2024/12/5,318,8623,6.1,4.9,166.1,132.3,23
2021/2/20,SC ,2024/12/5,236,8859,4.5,3.5,170.7,135.8,18.5
2021/2/27,SC ,2024/12/5,188,9047,3.6,2.7,174.3,138.5,15
2021/3/6,SC ,2024/12/5,164,9211,3.2,2.4,177.5,140.9,13.4
2021/3/13,SC ,2024/12/5,131,9342,2.5,1.9,180,142.8,11.1
2021/3/20,SC ,2024/12/5,99,9441,1.9,1.5,181.9,144.3,9.1
2021/3/27,SC ,2024/12/5,89,9530,1.7,1.3,183.6,145.6,8
2021/4/3,SC ,2024/12/5,72,9602,1.4,1.1,185,146.7,7.1
2021/4/10,SC ,2024/12/5,81,9683,1.6,1.3,186.5,148,7.1
2021/4/17,SC ,2024/12/5,80,9763,1.5,1.2,188.1,149.2,7.2
2021/4/24,SC ,2024/12/5,91,9854,1.8,1.4,189.8,150.6,8.3
2021/5/1,SC ,2024/12/5,75,9929,1.4,1.1,191.3,151.8,6.5
2021/5/8,SC ,2024/12/5,65,9994,1.3,1,192.5,152.7,6
2021/5/15,SC ,2024/12/5,60,10054,1.2,0.9,193.7,153.6,5.4
2021/5/22,SC ,2024/12/5,40,10094,0.8,0.6,194.5,154.3,3.9
2021/5/29,SC ,2024/12/5,31,10125,0.6,0.5,195.1,154.7,3
2021/6/5,SC ,2024/12/5,31,10156,0.6,0.4,195.7,155.2,2.9
2021/6/12,SC ,2024/12/5,28,10184,0.5,0.4,196.2,155.6,2.6
2021/6/19,SC ,2024/12/5,22,10206,0.4,0.3,196.6,155.9,2
2021/6/26,SC ,2024/12/5,16,10222,,,196.9,156.1,1.5
2021/7/3,SC ,2024/12/5,22,10244,0.4,0.3,197.4,156.5,2.1
2021/7/10,SC ,2024/12/5,25,10269,0.5,0.4,197.8,156.9,2.4
2021/7/17,SC ,2024/12/5,20,10289,0.4,0.3,198.2,157.2,1.9
2021/7/24,SC ,2024/12/5,36,10325,0.7,0.6,198.9,157.7,3.3
2021/7/31,SC ,2024/12/5,57,10382,1.1,0.9,200,158.6,5
2021/8/7,SC ,2024/12/5,120,10502,2.3,1.9,202.3,160.5,10.3
2021/8/14,SC ,2024/12/5,198,10700,3.8,3.2,206.1,163.7,15.5
2021/8/21,SC ,2024/12/5,295,10995,5.7,4.6,211.8,168.3,21.3
2021/8/28,SC ,2024/12/5,375,11370,7.2,5.9,219,174.3,26
2021/9/4,SC ,2024/12/5,427,11797,8.2,6.6,227.3,180.9,28.1
2021/9/11,SC ,2024/12/5,481,12278,9.3,7.5,236.5,188.4,31
2021/9/18,SC ,2024/12/5,538,12816,10.4,8.3,246.9,196.7,33.9
2021/9/25,SC ,2024/12/5,483,13299,9.3,7.5,256.2,204.2,31.8
2021/10/2,SC ,2024/12/5,398,13697,7.7,6.2,263.9,210.4,27.7
2021/10/9,SC ,2024/12/5,358,14055,6.9,5.6,270.8,215.9,25.4
2021/10/16,SC ,2024/12/5,257,14312,5,4,275.7,219.9,19.3
2021/10/23,SC ,2024/12/5,221,14533,4.3,3.4,280,223.4,17.6
2021/10/30,SC ,2024/12/5,135,14668,2.6,2,282.6,225.4,11.6
2021/11/6,SC ,2024/12/5,120,14788,2.3,1.9,284.9,227.2,9.8
2021/11/13,SC ,2024/12/5,103,14891,2,1.6,286.9,228.8,8.3
2021/11/20,SC ,2024/12/5,100,14991,1.9,1.6,288.8,230.5,8.4
2021/11/27,SC ,2024/12/5,97,15088,1.9,1.5,290.7,231.9,8
2021/12/4,SC ,2024/12/5,75,15163,1.4,1.2,292.1,233.1,6.3
2021/12/11,SC ,2024/12/5,95,15258,1.8,1.5,293.9,234.6,7.6
2021/12/18,SC ,2024/12/5,101,15359,1.9,1.6,295.9,236.2,8.5
2021/12/25,SC ,2024/12/5,123,15482,2.4,1.9,298.3,238.1,9.8
2022/1/1,SC ,2024/12/5,130,15612,2.5,1.9,300.8,240,10.2
2022/1/8,SC ,2024/12/5,206,15818,4,3.3,304.7,243.3,15.2
2022/1/15,SC ,2024/12/5,283,16101,5.5,4.4,310.2,247.7,18.5
2022/1/22,SC ,2024/12/5,363,16464,7,5.6,317.2,253.3,23.5
2022/1/29,SC ,2024/12/5,499,16963,9.6,7.8,326.8,261,29.2
2022/2/5,SC ,2024/12/5,469,17432,9,7.1,335.8,268.1,28
2022/2/12,SC ,2024/12/5,397,17829,7.6,6.1,343.5,274.2,26.4
2022/2/19,SC ,2024/12/5,267,18096,5.1,4.2,348.6,278.4,19.6
2022/2/26,SC ,2024/12/5,190,18286,3.7,2.8,352.3,281.2,15.4
2022/3/5,SC ,2024/12/5,109,18395,2.1,1.6,354.4,282.8,9.7
2022/3/12,SC ,2024/12/5,105,18500,2,1.6,356.4,284.5,9.1
2022/3/19,SC ,2024/12/5,58,18558,1.1,0.9,357.5,285.4,5.4
2022/3/26,SC ,2024/12/5,49,18607,0.9,0.7,358.5,286.1,4.5
2022/4/2,SC ,2024/12/5,26,18633,0.5,0.4,359,286.5,2.6
2022/4/9,SC ,2024/12/5,28,18661,0.5,0.5,359.5,286.9,2.6
2022/4/16,SC ,2024/12/5,21,18682,0.4,0.3,359.9,287.3,2.1
2022/4/23,SC ,2024/12/5,25,18707,0.5,0.4,360.4,287.7,2.4
2022/4/30,SC ,2024/12/5,17,18724,,,360.7,288,1.6
2022/5/7,SC ,2024/12/5,15,18739,,,361,288.2,1.5
2022/5/14,SC ,2024/12/5,34,18773,0.7,0.5,361.7,288.7,3.2
